date,key_change,taux,x_vers_euro
2020-06-08,JPY,123.41,0.00810307106393323
2020-06-05,USD,1.133,0.8826125330979699
2020-06-05,JPY,123.77,0.008079502302658156
2020-06-04,USD,1.125,0.8888888888888888
2020-06-04,JPY,122.48,0.008164598301763554
2020-06-03,USD,1.1194,0.8933357155619082
2020-06-03,JPY,121.54,0.008227743952608195
2020-06-02,USD,1.1174,0.8949346697691068
2020-06-02,JPY,120.83,0.008276090374906894
2020-06-01,USD,1.1116,0.8996041741633681
2020-06-01,JPY,119.75,0.008350730688935281
2020-05-29,USD,1.1136,0.8979885057471265
2020-05-29,JPY,119.29,0.008382932349735937
2020-05-28,USD,1.1016,0.907770515613653
2020-05-28,JPY,118.68,0.008426019548365351
2020-05-27,USD,1.0991,0.909835319807115
2020-05-27,JPY,118.58,0.008433125316242199
2020-05-26,USD,1.0975,0.9111617312072894
2020-05-26,JPY,117.92,0.008480325644504749
2020-05-25,USD,1.091,0.9165902841429882
2020-05-25,JPY,117.47,0.008512811781731506
2020-05-22,USD,1.0904,0.917094644167278
2020-05-22,JPY,117.26,0.008528057308545113
2020-05-21,USD,1.1,0.9090909090909091
2020-05-21,JPY,118.42,0.00844451950684006
2020-05-20,USD,1.0958,0.9125752874612154
2020-05-20,JPY,117.95,0.00847816871555744
2020-05-19,USD,1.095,0.9132420091324202
2020-05-19,JPY,118.0,0.00847457627118644
2020-05-18,USD,1.0832,0.9231905465288036
2020-05-18,JPY,116.31,0.008597713008339782
2020-05-15,USD,1.0798,0.9260974254491572
2020-05-15,JPY,115.53,0.00865576040855189
2020-05-14,USD,1.0792,0.9266123054114159
2020-05-14,JPY,115.48,0.008659508139937652
2020-05-13,USD,1.0875,0.9195402298850576
2020-05-13,JPY,116.28,0.008599931200550396
2020-05-12,USD,1.0858,0.9209799226376865
2020-05-12,JPY,116.56,0.008579272477693892
2020-05-11,USD,1.0824,0.9238728750923872
2020-05-11,JPY,116.16,0.008608815426997245
2020-05-08,USD,1.0843,0.9222539887485013
2020-05-08,JPY,115.34,0.008670019074041963
2020-05-07,USD,1.0783,0.9273856997125104
2020-05-07,JPY,114.91,0.008702462796971544
2020-05-06,USD,1.0807,0.9253261774775609
2020-05-06,JPY,114.65,0.00872219799389446
2020-05-05,USD,1.0843,0.9222539887485013
2020-05-05,JPY,115.71,0.008642295393656556
2020-05-04,USD,1.0942,0.9139097057210747
2020-05-04,JPY,116.84,0.008558712769599451
2020-04-30,USD,1.0876,0.9194556822361163
2020-04-30,JPY,115.87,0.00863036161215155
2020-04-29,USD,1.0842,0.9223390518354546
2020-04-29,JPY,115.52,0.00865650969529086
2020-04-28,USD,1.0877,0.919371150133309
2020-04-28,JPY,116.06,0.008616232982939858
2020-04-27,USD,1.0852,0.9214891264283082
2020-04-27,JPY,116.22,0.008604371020478403
2020-04-24,USD,1.08,0.9259259259259258
2020-04-24,JPY,116.22,0.008604371020478403
2020-04-23,USD,1.0772,0.9283327144448571
2020-04-23,JPY,115.75,0.008639308855291577
2020-04-22,USD,1.0867,0.9202171712524155
2020-04-22,JPY,117.01,0.00854627809588924
2020-04-21,USD,1.0837,0.9227646027498384
2020-04-21,JPY,116.39,0.00859180341953776
2020-04-20,USD,1.086,0.9208103130755064
2020-04-20,JPY,117.11,0.008538980445734779
2020-04-17,USD,1.086,0.9208103130755064
2020-04-17,JPY,116.86,0.008557247989046723
2020-04-16,USD,1.0888,0.9184423218221895
2020-04-16,JPY,117.12,0.008538251366120218
2020-04-15,USD,1.0903,0.9171787581399614
2020-04-15,JPY,117.12,0.008538251366120218
2020-04-14,USD,1.0963,0.9121590805436468
2020-04-14,JPY,117.66,0.008499065102838687
2020-04-09,USD,1.0867,0.9202171712524155
2020-04-09,JPY,118.33,0.008450942280064227
2020-04-08,USD,1.0871,0.9198785760279643
2020-04-08,JPY,118.36,0.00844880027036161
2020-04-07,USD,1.0885,0.9186954524575103
2020-04-07,JPY,118.55,0.008435259384226065
2020-04-06,USD,1.0791,0.9266981744045965
2020-04-06,JPY,117.54,0.008507742045261188
2020-04-03,USD,1.0785,0.9272137227630969
2020-04-03,JPY,117.1,0.008539709649871904
2020-04-02,USD,1.0906,0.9169264624977077
2020-04-02,JPY,117.06,0.008542627712284298
2020-04-01,USD,1.0936,0.91441111923921
2020-04-01,JPY,117.55,0.008507018290089324
2020-03-31,USD,1.0956,0.9127418765972983
2020-03-31,JPY,118.9,0.008410428931875526
2020-03-30,USD,1.1034,0.9062896501721951
2020-03-30,JPY,119.34,0.008379420144126026
2020-03-27,USD,1.0977,0.9109957183201239
2020-03-27,JPY,119.36,0.008378016085790885
2020-03-26,USD,1.0981,0.9106638739641197
2020-03-26,JPY,120.18,0.008320852055250457
2020-03-25,USD,1.0827,0.9236168837166343
2020-03-25,JPY,120.67,0.008287063893262617
2020-03-24,USD,1.0843,0.9222539887485013
2020-03-24,JPY,119.99,0.008334027835652971
2020-03-23,USD,1.0783,0.9273856997125104
2020-03-23,JPY,119.11,0.008395600705230459
2020-03-20,USD,1.0707,0.933968431867003
2020-03-20,JPY,118.37,0.008448086508405846
2020-03-19,USD,1.0801,0.9258401999814831
2020-03-19,JPY,118.63,0.008429570934839417
2020-03-18,USD,1.0934,0.9145783793671118
2020-03-18,JPY,117.78,0.008490405841399219
2020-03-17,USD,1.0982,0.9105809506465125
2020-03-17,JPY,117.5,0.00851063829787234
2020-03-16,USD,1.1157,0.8962982880702699
2020-03-16,JPY,117.76,0.008491847826086956
2020-03-13,USD,1.1104,0.9005763688760806
2020-03-13,JPY,119.11,0.008395600705230459
2020-03-12,USD,1.124,0.889679715302491
2020-03-12,JPY,116.84,0.008558712769599451
2020-03-11,USD,1.1336,0.8821453775582216
2020-03-11,JPY,118.55,0.008435259384226065
2020-03-10,USD,1.139,0.8779631255487269
2020-03-10,JPY,118.65,0.008428150021070375
2020-03-09,USD,1.1456,0.8729050279329609
2020-03-09,JPY,117.12,0.008538251366120218
2020-03-06,USD,1.1336,0.8821453775582216
2020-03-06,JPY,119.08,0.008397715821296607
2020-03-05,USD,1.1187,0.8938946992044337
2020-03-05,JPY,119.63,0.008359107247345983
2020-03-04,USD,1.1125,0.898876404494382
2020-03-04,JPY,119.58,0.008362602441879913
2020-03-03,USD,1.1117,0.8995232526760818
2020-03-03,JPY,119.77,0.008349336227769892
2020-03-02,USD,1.1122,0.8991188635137565
2020-03-02,JPY,119.82,0.008345852111500584
2020-02-28,USD,1.0977,0.9109957183201239
2020-02-28,JPY,119.36,0.008378016085790885
2020-02-27,USD,1.0964,0.9120758847136081
2020-02-27,JPY,120.46,0.008301510874979247
2020-02-26,USD,1.0875,0.9195402298850576
2020-02-26,JPY,120.13,0.008324315325064514
2020-02-25,USD,1.084,0.9225092250922509
2020-02-25,JPY,119.92,0.008338892595063376
2020-02-24,USD,1.0818,0.924385283786282
2020-02-24,JPY,120.52,0.00829737802854298
2020-02-21,USD,1.0801,0.9258401999814831
2020-02-21,JPY,120.96,0.008267195767195768
2020-02-20,USD,1.079,0.9267840593141798
2020-02-20,JPY,120.86,0.008274036074797287
2020-02-19,USD,1.08,0.9259259259259258
2020-02-19,JPY,119.35,0.008378718056137411
2020-02-18,USD,1.0816,0.9245562130177516
2020-02-18,JPY,118.7,0.008424599831508003
2020-02-17,USD,1.0835,0.9229349330872174
2020-02-17,JPY,119.05,0.008399832003359933
2020-02-14,USD,1.0842,0.9223390518354546
2020-02-14,JPY,119.11,0.008395600705230459
2020-02-13,USD,1.0867,0.9202171712524155
2020-02-13,JPY,119.21,0.008388558006878618
2020-02-12,USD,1.0914,0.9162543522081731
2020-02-12,JPY,120.03,0.008331250520703158
2020-02-11,USD,1.0901,0.9173470323823502
2020-02-11,JPY,119.73,0.008352125615969264
2020-02-10,USD,1.0951,0.9131586156515387
2020-02-10,JPY,120.18,0.008320852055250457
2020-02-07,USD,1.0969,0.9116601331023795
2020-02-07,JPY,120.51,0.008298066550493735
2020-02-06,USD,1.1003,0.9088430428065073
2020-02-06,JPY,120.87,0.00827335153470671
2020-02-05,USD,1.1023,0.9071940488070398
2020-02-05,JPY,120.94,0.00826856292376385
2020-02-04,USD,1.1048,0.9051412020275162
2020-02-04,JPY,120.52,0.00829737802854298
2020-02-03,USD,1.1066,0.9036688957166095
2020-02-03,JPY,120.1,0.00832639467110741
2020-01-31,USD,1.1052,0.9048136083966704
2020-01-31,JPY,120.35,0.008309098462816784
2020-01-30,USD,1.1029,0.9067005168192946
2020-01-30,JPY,120.03,0.008331250520703158
2020-01-29,USD,1.1001,0.9090082719752749
2020-01-29,JPY,120.06,0.008329168748958853
2020-01-28,USD,1.1005,0.9086778736937755
2020-01-28,JPY,120.02,0.008331944675887352
2020-01-27,USD,1.1025,0.9070294784580498
2020-01-27,JPY,120.11,0.00832570144034635
2020-01-24,USD,1.1035,0.9062075215224287
2020-01-24,JPY,120.96,0.008267195767195768
2020-01-23,USD,1.1091,0.901631953836444
2020-01-23,JPY,121.5,0.00823045267489712
2020-01-22,USD,1.1088,0.9018759018759018
2020-01-22,JPY,121.93,0.008201427048306405
2020-01-21,USD,1.1115,0.899685110211426
2020-01-21,JPY,122.31,0.00817594636579184
2020-01-20,USD,1.1085,0.9021199819576003
2020-01-20,JPY,122.14,0.008187326019322089
2020-01-17,USD,1.1108,0.9002520705797623
2020-01-17,JPY,122.31,0.00817594636579184
2020-01-16,USD,1.1169,0.8953353030710001
2020-01-16,JPY,122.8,0.008143322475570033
2020-01-15,USD,1.1142,0.8975049362771494
2020-01-15,JPY,122.43,0.008167932696234583
2020-01-14,USD,1.1115,0.899685110211426
2020-01-14,JPY,122.32,0.008175277959450621
2020-01-13,USD,1.1126,0.8987956138774043
2020-01-13,JPY,122.25,0.0081799591002045
2020-01-10,USD,1.1091,0.901631953836444
2020-01-10,JPY,121.6,0.008223684210526315
2020-01-09,USD,1.111,0.9000900090009001
2020-01-09,JPY,121.54,0.008227743952608195
2020-01-08,USD,1.1115,0.899685110211426
2020-01-08,JPY,120.86,0.008274036074797287
2020-01-07,USD,1.1172,0.8950948800572861
2020-01-07,JPY,121.15,0.008254230293025175
2020-01-06,USD,1.1194,0.8933357155619082
2020-01-06,JPY,121.02,0.008263097008758883
2020-01-03,USD,1.1147,0.8971023593792051
2020-01-03,JPY,120.54,0.008296001327360213
2020-01-02,USD,1.1193,0.893415527561869
2020-01-02,JPY,121.75,0.008213552361396304
2019-12-31,USD,1.1234,0.8901548869503294
2019-12-31,JPY,121.94,0.008200754469411186
2019-12-30,USD,1.1189,0.893734918223255
2019-12-30,JPY,122.19,0.008183975775431705
2019-12-27,USD,1.1153,0.8966197435667533
2019-12-27,JPY,122.23,0.008181297553792032
2019-12-24,USD,1.108,0.9025270758122743
2019-12-24,JPY,121.19,0.00825150589982672
2019-12-23,USD,1.1075,0.9029345372460498
2019-12-23,JPY,121.18,0.00825218682950982
2019-12-20,USD,1.1097,0.901144453455889
2019-12-20,JPY,121.31,0.00824334350012365
2019-12-19,USD,1.1117,0.8995232526760818
2019-12-19,JPY,121.73,0.008214901831923109
2019-12-18,USD,1.1115,0.899685110211426
2019-12-18,JPY,121.81,0.00820950660865282
2019-12-17,USD,1.1162,0.8958967926894821
2019-12-17,JPY,122.31,0.00817594636579184
2019-12-16,USD,1.1146,0.897182845863987
2019-12-16,JPY,121.97,0.008198737394441257
2019-12-13,USD,1.1174,0.8949346697691068
2019-12-13,JPY,122.43,0.008167932696234583
2019-12-12,USD,1.1137,0.8979078746520608
2019-12-12,JPY,120.95,0.00826787928896238
2019-12-11,USD,1.1075,0.9029345372460498
2019-12-11,JPY,120.44,0.008302889405513119
2019-12-10,USD,1.1077,0.9027715085311908
2019-12-10,JPY,120.27,0.008314625426124553
2019-12-09,USD,1.1075,0.9029345372460498
2019-12-09,JPY,120.15,0.008322929671244277
2019-12-06,USD,1.1094,0.9013881377321075
2019-12-06,JPY,120.44,0.008302889405513119
2019-12-05,USD,1.1094,0.9013881377321075
2019-12-05,JPY,120.69,0.008285690612312536
2019-12-04,USD,1.1081,0.902445627650934
2019-12-04,JPY,120.45,0.008302200083022
2019-12-03,USD,1.1071,0.9032607713846987
2019-12-03,JPY,120.39,0.008306337735692334
2019-12-02,USD,1.1023,0.9071940488070398
2019-12-02,JPY,120.75,0.008281573498964804
2019-11-29,USD,1.0982,0.9105809506465125
2019-11-29,JPY,120.43,0.008303578842481108
2019-11-28,USD,1.1005,0.9086778736937755
2019-11-28,JPY,120.5,0.008298755186721992
2019-11-27,USD,1.1009,0.9083477155054955
2019-11-27,JPY,120.18,0.008320852055250457
2019-11-26,USD,1.102,0.9074410163339383
2019-11-26,JPY,120.09,0.008327088017320343
2019-11-25,USD,1.1008,0.9084302325581395
2019-11-25,JPY,119.88,0.008341675008341676
2019-11-22,USD,1.1058,0.904322662325918
2019-11-22,JPY,120.03,0.008331250520703158
2019-11-21,USD,1.1091,0.901631953836444
2019-11-21,JPY,120.46,0.008301510874979247
2019-11-20,USD,1.1059,0.9042408897730354
2019-11-20,JPY,119.96,0.008336112037345782
2019-11-19,USD,1.1077,0.9027715085311908
2019-11-19,JPY,120.46,0.008301510874979247
2019-11-18,USD,1.1061,0.9040773890245004
2019-11-18,JPY,120.55,0.00829531314807134
2019-11-15,USD,1.1034,0.9062896501721951
2019-11-15,JPY,119.95,0.008336807002917883
2019-11-14,USD,1.0997,0.9093389106119851
2019-11-14,JPY,119.49,0.008368901163277261
2019-11-13,USD,1.1006,0.9085953116481919
2019-11-13,JPY,119.79,0.008347942232239752
2019-11-12,USD,1.1015,0.9078529278256923
2019-11-12,JPY,120.24,0.008316699933466402
2019-11-11,USD,1.1041,0.9057150620414817
2019-11-11,JPY,120.29,0.008313242996092776
2019-11-08,USD,1.1034,0.9062896501721951
2019-11-08,JPY,120.72,0.00828363154406892
2019-11-07,USD,1.1077,0.9027715085311908
2019-11-07,JPY,120.9,0.008271298593879239
2019-11-06,USD,1.109,0.9017132551848512
2019-11-06,JPY,120.88,0.00827266710787558
2019-11-05,USD,1.1109,0.9001710324961743
2019-11-05,JPY,120.93,0.008269246671628214
2019-11-04,USD,1.1158,0.8962179602079227
2019-11-04,JPY,120.93,0.008269246671628214
2019-11-01,USD,1.1139,0.8977466558937068
2019-11-01,JPY,120.43,0.008303578842481108
2019-10-31,USD,1.1154,0.8965393580778197
2019-10-31,JPY,120.73,0.008282945415389712
2019-10-30,USD,1.1106,0.9004141905276427
2019-10-30,JPY,120.99,0.008265145879824779
2019-10-29,USD,1.1095,0.9013068949977467
2019-10-29,JPY,120.88,0.00827266710787558
2019-10-28,USD,1.1087,0.9019572472264814
2019-10-28,JPY,120.69,0.008285690612312536
2019-10-25,USD,1.1107,0.9003331232556046
2019-10-25,JPY,120.59,0.008292561572269675
2019-10-24,USD,1.1128,0.8986340762041697
2019-10-24,JPY,120.86,0.008274036074797287
2019-10-23,USD,1.1123,0.8990380293086397
2019-10-23,JPY,120.63,0.008289811821271658
2019-10-22,USD,1.113,0.8984725965858041
2019-10-22,JPY,120.87,0.00827335153470671
2019-10-21,USD,1.1173,0.8950147677436678
2019-10-21,JPY,121.29,0.008244702778464836
2019-10-18,USD,1.1144,0.8973438621679827
2019-10-18,JPY,120.97,0.008266512358435976
2019-10-17,USD,1.1113,0.8998470260055791
2019-10-17,JPY,120.81,0.00827746047512623
2019-10-16,USD,1.1025,0.9070294784580498
2019-10-16,JPY,119.9,0.008340283569641367
2019-10-15,USD,1.1007,0.9085127646043427
2019-10-15,JPY,119.23,0.008387150884844418
2019-10-14,USD,1.1031,0.9065361254645998
2019-10-14,JPY,119.4,0.008375209380234505
2019-10-11,USD,1.1043,0.9055510278004165
2019-10-11,JPY,119.75,0.008350730688935281
2019-10-10,USD,1.103,0.9066183136899365
2019-10-10,JPY,118.52,0.008437394532568343
2019-10-09,USD,1.0981,0.9106638739641197
2019-10-09,JPY,117.91,0.008481044864727335
2019-10-08,USD,1.0986,0.9102494083378846
2019-10-08,JPY,117.43,0.008515711487694796
2019-10-07,USD,1.0993,0.9096697898662786
2019-10-07,JPY,117.44,0.0085149863760218
2019-10-04,USD,1.0979,0.91082976591675
2019-10-04,JPY,117.23,0.008530239699735563
2019-10-03,USD,1.0951,0.9131586156515387
2019-10-03,JPY,117.17,0.008534607834769992
2019-10-02,USD,1.0925,0.9153318077803203
2019-10-02,JPY,117.47,0.008512811781731506
2019-10-01,USD,1.0898,0.9175995595522113
2019-10-01,JPY,118.0,0.00847457627118644
2019-09-30,USD,1.0889,0.918357975939021
2019-09-30,JPY,117.59,0.008504124500382685
2019-09-27,USD,1.0935,0.9144947416552356
2019-09-27,JPY,118.21,0.008459521191100584
2019-09-26,USD,1.0938,0.9142439202779301
2019-09-26,JPY,117.73,0.008494011721736175
2019-09-25,USD,1.0982,0.9105809506465125
2019-09-25,JPY,118.0,0.00847457627118644
2019-09-24,USD,1.1003,0.9088430428065073
2019-09-24,JPY,118.45,0.008442380751371886
2019-09-23,USD,1.0985,0.9103322712790168
2019-09-23,JPY,118.07,0.00846955196070128
2019-09-20,USD,1.103,0.9066183136899365
2019-09-20,JPY,119.11,0.008395600705230459
2019-09-19,USD,1.1067,0.9035872413481522
2019-09-19,JPY,119.46,0.008371002846140969
2019-09-18,USD,1.1053,0.9047317470370035
2019-09-18,JPY,119.54,0.008365400702693659
2019-09-17,USD,1.1026,0.9069472156720478
2019-09-17,JPY,119.23,0.008387150884844418
2019-09-16,USD,1.1031,0.9065361254645998
2019-09-16,JPY,118.96,0.008406186953597848
2019-09-13,USD,1.1096,0.9012256669069936
2019-09-13,JPY,119.83,0.008345155637152633
2019-09-12,USD,1.0963,0.9121590805436468
2019-09-12,JPY,118.14,0.008464533604198408
2019-09-11,USD,1.1003,0.9088430428065073
2019-09-11,JPY,118.51,0.00843810648890389
2019-09-10,USD,1.104,0.9057971014492753
2019-09-10,JPY,118.52,0.008437394532568343
2019-09-09,USD,1.1033,0.9063717937097798
2019-09-09,JPY,118.01,0.008473858147614609
2019-09-06,USD,1.1027,0.9068649678062937
2019-09-06,JPY,118.01,0.008473858147614609
2019-09-05,USD,1.1058,0.904322662325918
2019-09-05,JPY,117.97,0.00847673137238281
2019-09-04,USD,1.1018,0.907605736068252
2019-09-04,JPY,117.03,0.00854481756814492
2019-09-03,USD,1.0937,0.9143275121148396
2019-09-03,JPY,116.05,0.008616975441619991
2019-09-02,USD,1.0968,0.9117432530999271
2019-09-02,JPY,116.66,0.008571918395336877
2019-08-30,USD,1.1036,0.9061254077564336
2019-08-30,JPY,117.28,0.008526603001364257
2019-08-29,USD,1.1072,0.9031791907514451
2019-08-29,JPY,117.68,0.00849762066621346
2019-08-28,USD,1.1083,0.9022827754218171
2019-08-28,JPY,117.18,0.008533879501621437
2019-08-27,USD,1.1104,0.9005763688760806
2019-08-27,JPY,117.43,0.008515711487694796
2019-08-26,USD,1.1116,0.8996041741633681
2019-08-26,JPY,117.67,0.008498342823149485
2019-08-23,USD,1.1065,0.903750564844103
2019-08-23,JPY,117.79,0.008489685032685287
2019-08-22,USD,1.1083,0.9022827754218171
2019-08-22,JPY,118.13,0.008465250148141878
2019-08-21,USD,1.1104,0.9005763688760806
2019-08-21,JPY,118.24,0.008457374830852503
2019-08-20,USD,1.1076,0.9028530155290719
2019-08-20,JPY,117.79,0.008489685032685287
2019-08-19,USD,1.1103,0.900657479960371
2019-08-19,JPY,118.34,0.008450228156160216
2019-08-16,USD,1.1076,0.9028530155290719
2019-08-16,JPY,117.77,0.008491126772522714
2019-08-15,USD,1.115,0.8968609865470852
2019-08-15,JPY,118.37,0.008448086508405846
2019-08-14,USD,1.1188,0.893814801573114
2019-08-14,JPY,118.48,0.008440243079000674
2019-08-13,USD,1.1222,0.8911067545891997
2019-08-13,JPY,118.01,0.008473858147614609
2019-08-12,USD,1.1194,0.8933357155619082
2019-08-12,JPY,117.69,0.00849689863199932
2019-08-09,USD,1.1198,0.8930166101089481
2019-08-09,JPY,118.51,0.00843810648890389
2019-08-08,USD,1.1193,0.893415527561869
2019-08-08,JPY,118.64,0.008428860418071477
2019-08-07,USD,1.1202,0.8926977325477593
2019-08-07,JPY,118.48,0.008440243079000674
2019-08-06,USD,1.1187,0.8938946992044337
2019-08-06,JPY,119.1,0.008396305625524769
2019-08-05,USD,1.1182,0.8942944017170452
2019-08-05,JPY,118.61,0.008430992327796982
2019-08-02,USD,1.1106,0.9004141905276427
2019-08-02,JPY,118.57,0.008433836552247618
2019-08-01,USD,1.1037,0.906043308870164
2019-08-01,JPY,120.18,0.008320852055250457
2019-07-31,USD,1.1151,0.896780557797507
2019-07-31,JPY,121.04,0.008261731658955716
2019-07-30,USD,1.1154,0.8965393580778197
2019-07-30,JPY,121.0,0.008264462809917356
2019-07-29,USD,1.1119,0.8993614533681086
2019-07-29,JPY,120.81,0.00827746047512623
2019-07-26,USD,1.1138,0.8978272580355541
2019-07-26,JPY,121.06,0.008260366760284157
2019-07-25,USD,1.1115,0.899685110211426
2019-07-25,JPY,120.15,0.008322929671244277
2019-07-24,USD,1.114,0.8976660682226211
2019-07-24,JPY,120.41,0.008304958059961797
2019-07-23,USD,1.1173,0.8950147677436678
2019-07-23,JPY,120.82,0.008276775368316504
2019-07-22,USD,1.1215,0.8916629514043692
2019-07-22,JPY,121.03,0.008262414277451871
2019-07-19,USD,1.1226,0.8907892392659896
2019-07-19,JPY,120.93,0.008269246671628214
2019-07-18,USD,1.1216,0.891583452211127
2019-07-18,JPY,120.89,0.008271982794275788
2019-07-17,USD,1.1215,0.8916629514043692
2019-07-17,JPY,121.42,0.00823587547356284
2019-07-16,USD,1.1223,0.8910273545397843
2019-07-16,JPY,121.13,0.00825559316436886
2019-07-15,USD,1.1269,0.8873901854645487
2019-07-15,JPY,121.62,0.0082223318533136
2019-07-12,USD,1.1253,0.888651915044877
2019-07-12,JPY,121.83,0.008208158909956497
2019-07-11,USD,1.1285,0.8861320336730172
2019-07-11,JPY,121.94,0.008200754469411186
2019-07-10,USD,1.122,0.89126559714795
2019-07-10,JPY,122.2,0.008183306055646482
2019-07-09,USD,1.1205,0.8924587237840249
2019-07-09,JPY,121.93,0.008201427048306405
2019-07-08,USD,1.1215,0.8916629514043692
2019-07-08,JPY,121.8,0.008210180623973728
2019-07-05,USD,1.126,0.8880994671403198
2019-07-05,JPY,121.77,0.008212203334154554
2019-07-04,USD,1.1288,0.885896527285613
2019-07-04,JPY,121.65,0.008220304151253596
2019-07-03,USD,1.1293,0.8855042946958293
2019-07-03,JPY,121.61,0.008223007976317738
2019-07-02,USD,1.1301,0.8848774444739402
2019-07-02,JPY,122.36,0.008172605426610004
2019-07-01,USD,1.1349,0.8811349017534584
2019-07-01,JPY,122.93,0.008134710811030668
2019-06-28,USD,1.138,0.8787346221441126
2019-06-28,JPY,122.6,0.008156606851549756
2019-06-27,USD,1.137,0.8795074758135444
2019-06-27,JPY,122.64,0.008153946510110893
2019-06-26,USD,1.1362,0.880126738250308
2019-06-26,JPY,122.4,0.008169934640522876
2019-06-25,USD,1.1388,0.8781173164734808
2019-06-25,JPY,121.97,0.008198737394441257
2019-06-24,USD,1.1394,0.8776549060909251
2019-06-24,JPY,122.25,0.0081799591002045
2019-06-21,USD,1.1316,0.8837044892188053
2019-06-21,JPY,121.64,0.008220979940808944
2019-06-20,USD,1.1307,0.8844078889183691
2019-06-20,JPY,121.71,0.008216251745953496
2019-06-19,USD,1.1207,0.892299455697332
2019-06-19,JPY,121.49,0.008231130134167422
2019-06-18,USD,1.1187,0.8938946992044337
2019-06-18,JPY,121.08,0.008259002312520648
2019-06-17,USD,1.1234,0.8901548869503294
2019-06-17,JPY,122.06,0.008192692118630182
2019-06-14,USD,1.1265,0.8877052818464269
2019-06-14,JPY,121.9,0.008203445447087777
2019-06-13,USD,1.1289,0.8858180529719195
2019-06-13,JPY,122.44,0.008167265599477296
2019-06-12,USD,1.1323,0.8831581736288968
2019-06-12,JPY,122.72,0.008148631029986962
2019-06-11,USD,1.132,0.88339222614841
2019-06-11,JPY,123.09,0.008124136810463888
2019-06-10,USD,1.1301,0.8848774444739402
2019-06-10,JPY,122.78,0.00814464896562958
2019-06-07,USD,1.1273,0.8870753126940477
2019-06-07,JPY,122.27,0.008178621084485155
2019-06-06,USD,1.1266,0.8876264867743653
2019-06-06,JPY,121.82,0.008208832703989493
2019-06-05,USD,1.1257,0.888336146397797
2019-06-05,JPY,121.96,0.00819940964250574
2019-06-04,USD,1.1244,0.8893632159373888
2019-06-04,JPY,121.62,0.0082223318533136
2019-06-03,USD,1.1185,0.8940545373267769
2019-06-03,JPY,121.17,0.008252867871585376
2019-05-31,USD,1.1151,0.896780557797507
2019-05-31,JPY,121.27,0.008246062505153789
2019-05-30,USD,1.1134,0.8981498113885397
2019-05-30,JPY,122.1,0.00819000819000819
2019-05-29,USD,1.1156,0.8963786303334529
2019-05-29,JPY,121.91,0.008202772537117545
2019-05-28,USD,1.1192,0.8934953538241601
2019-05-28,JPY,122.45,0.008166598611678236
2019-05-27,USD,1.1198,0.8930166101089481
2019-05-27,JPY,122.56,0.008159268929503916
2019-05-24,USD,1.1187,0.8938946992044337
2019-05-24,JPY,122.61,0.008155941603458118
2019-05-23,USD,1.1139,0.8977466558937068
2019-05-23,JPY,122.56,0.008159268929503916
2019-05-22,USD,1.1171,0.8951750067138126
2019-05-22,JPY,123.27,0.008112273870365864
2019-05-21,USD,1.1161,0.8959770629871875
2019-05-21,JPY,123.27,0.008112273870365864
2019-05-20,USD,1.1167,0.8954956568460642
2019-05-20,JPY,122.67,0.008151952392598028
2019-05-17,USD,1.1172,0.8950948800572861
2019-05-17,JPY,122.34,0.008173941474579042
2019-05-16,USD,1.1203,0.8926180487369454
2019-05-16,JPY,122.81,0.00814265939255761
2019-05-15,USD,1.1183,0.8942144326209425
2019-05-15,JPY,122.24,0.008180628272251309
2019-05-14,USD,1.1226,0.8907892392659896
2019-05-14,JPY,123.0,0.008130081300813009
2019-05-13,USD,1.1245,0.8892841262783459
2019-05-13,JPY,123.06,0.008126117341134406
2019-05-10,USD,1.123,0.8904719501335708
2019-05-10,JPY,123.25,0.008113590263691683
2019-05-09,USD,1.1193,0.893415527561869
2019-05-09,JPY,122.91,0.008136034496786267
2019-05-08,USD,1.1202,0.8926977325477593
2019-05-08,JPY,123.31,0.008109642364771713
2019-05-07,USD,1.1185,0.8940545373267769
2019-05-07,JPY,123.73,0.008082114281095934
2019-05-06,USD,1.1199,0.892936869363336
2019-05-06,JPY,124.13,0.008056070248932571
2019-05-03,USD,1.1155,0.8964589870013447
2019-05-03,JPY,124.4,0.008038585209003215
2019-05-02,USD,1.1212,0.8919015340706387
2019-05-02,JPY,125.01,0.007999360051195904
2019-04-30,USD,1.1218,0.8914244963451596
2019-04-30,JPY,124.93,0.008004482510205715
2019-04-29,USD,1.115,0.8968609865470852
2019-04-29,JPY,124.64,0.008023106546854942
2019-04-26,USD,1.1133,0.898230485942693
2019-04-26,JPY,124.45,0.008035355564483728
2019-04-25,USD,1.1123,0.8990380293086397
2019-04-25,JPY,124.45,0.008035355564483728
2019-04-24,USD,1.1209,0.8921402444464269
2019-04-24,JPY,125.34,0.007978299026647519
2019-04-23,USD,1.1245,0.8892841262783459
2019-04-23,JPY,125.82,0.007947862025115245
2019-04-18,USD,1.125,0.8888888888888888
2019-04-18,JPY,125.86,0.00794533608771651
2019-04-17,USD,1.1301,0.8848774444739402
2019-04-17,JPY,126.51,0.007904513477195478
2019-04-16,USD,1.1305,0.8845643520566121
2019-04-16,JPY,126.59,0.007899518129394106
2019-04-15,USD,1.1313,0.8839388314328649
2019-04-15,JPY,126.66,0.007895152376440865
2019-04-12,USD,1.1321,0.8833141948591113
2019-04-12,JPY,126.76,0.007888923950773114
